Chinese Word,Chinese Sentence,Wrong Answer 1,Wrong Answer 2,Wrong Answer 3,Color
上班,我每天早上八点去公司____。,工作,,,5
工作,这份____很难，但是我学到了很多东西。,上班,,,5
上班,他今天生病了，所以没有去____。,工作,,,5
工作,我的____内容主要是写程序和测试软件。,上班,,,5
上班,她明天不用____，所以可以睡晚一点。,工作,,,5
工作,我最近的____很多，常常要加班。,上班,,,5
上班,我明天早上九点要去公司____。,工作,,,5
工作,他的____很忙，常常没有时间休息。,上班,,,5
上班,妈妈每天坐地铁去____。,工作,,,5
工作,我想找一份离家比较近的____。,上班,,,5
上班,他今天不用____，因为公司放假。,工作,,,5
工作,这份____需要会说中文和英文。,上班,,,5
上班,我早上七点出门，八点半开始____。,工作,,,5
工作,她对现在的____很满意。,上班,,,5
上班,爸爸周末也要____，所以不能陪我出去。,工作,,,5
工作,我的____主要是帮助客户解决问题。,上班,,,5
上班,他每天____之前都会买一杯咖啡。,工作,,,5
工作,这个____听起来很有意思。,上班,,,5
上班,我不想迟到，所以早点去____。,工作,,,5
工作,她换了新的____以后，变得更忙了。,上班,,,5
上班,你几点开始____？,工作,,,5
工作,这不是我的____，你应该问别人。,上班,,,5
上班,下雨的时候，去____很麻烦。,工作,,,5
工作,我今天有很多____要做。,上班,,,5
上班,他刚到公司，就开始____了。,工作,,,5
工作,我希望以后能找到自己喜欢的____。,上班,,,5
发现,我昨天才____原来这个字有两个意思。,觉得,,,5
发现,他打开门以后，____家里没有人。,觉得,,,5
发现,我看完这篇文章，____里面有很多新词。,觉得,,,5
发现,她检查作业的时候，____自己写错了一个字。,觉得,,,5
发现,我走到车站才____自己忘了带手机。,觉得,,,5
觉得,我____这道题不太难。,发现,,,5
觉得,他____今天的天气很舒服。,发现,,,5
觉得,我____这个方法比较适合我。,发现,,,5
觉得,她____中文发音有时候很难。,发现,,,5
觉得,你____这个句子自然吗？,发现,,,5
有点,今天我____累，不想出门。,一点,,,5
有点,这个房间____冷，可以关窗吗？,一点,,,5
有点,我____担心明天的考试。,一点,,,5
有点,他说话太快了，我____听不懂。,一点,,,5
有点,这件衣服____贵，我想再看看。,一点,,,5
一点,请你说慢____，我还听不太懂。,有点,,,5
一点,这个菜不辣，你可以吃____。,有点,,,5
一点,我只会说____中文。,有点,,,5
一点,你能帮我解释____这个句子吗？,有点,,,5
一点,我今天想早____睡觉。,有点,,,5
表达,他不知道怎么____自己的想法。,表示,表现,,5
表达,这篇文章清楚地____了作者的观点。,表示,表现,,5
表达,我想用中文____我的感谢。,表示,表现,,5
表达,她说话很直接，常常把感受____出来。,表示,表现,,5
表达,这个句子可以用更自然的方式____。,表示,表现,,5
表示,他点了点头，____同意。,表达,表现,,5
表示,公司____会继续支持这个项目。,表达,表现,,5
表示,老师对我们的进步____满意。,表达,表现,,5
表示,他用微笑____自己没有生气。,表达,表现,,5
表示,这个符号____“危险”的意思。,表达,表现,,5
表现,他这个月在公司的____很好。,表达,表示,,5
表现,这名球员在比赛中的____非常稳定。,表达,表示,,5
表现,她最近的工作____比以前进步很多。,表达,表示,,5
表现,他在压力下____得很冷静。,表达,表示,,5
表现,她面对困难时____出了很强的耐心。,表达,表示,,5
表现,这个学生在课堂上____得很积极。,表达,表示,,5
表现,老师表扬了他在学校的良好____。,表达,表示,,5
表现,他的课堂____一直很认真。,表达,表示,,5
表现,这个孩子今天的____比昨天好多了。,表达,表示,,5
表现,这部电影____了人性的复杂。,表达,表示,,5
表现,这首歌____了离别时的伤感。,表达,表示,,5
表现,作者通过这个角色____了社会压力。,表达,表示,,5
负责,这个项目由谁____？,责任,,,5
负责,她主要____和客户沟通。,责任,,,5
负责,我____检查最后的报告。,责任,,,5
负责,这件事不是我____的范围。,责任,,,5
负责,他对自己的工作很____。,责任,,,5
责任,这是你的____，不能推给别人。,负责,,,5
责任,做错了事情，就要承担____。,负责,,,5
责任,每个员工都有保护资料安全的____。,负责,,,5
责任,他不想逃避自己的____。,负责,,,5
责任,父母对孩子有照顾和教育的____。,负责,,,5
通过,我们____考试以后，就可以进入下一阶段。,经过,,,5
通过,他____努力，终于解决了这个问题。,经过,,,5
通过,你可以____这个网站报名参加活动。,经过,,,5
通过,公司____了新的管理规定。,经过,,,5
通过,我是____朋友介绍认识他的。,经过,,,5
经过,我每天上班都会____那个公园。,通过,,,5
经过,____三个月的训练，他的中文进步了很多。,通过,,,5
经过,这件事____讨论以后，大家才做出决定。,通过,,,5
经过,火车____很多城市，最后到达北京。,通过,,,5
经过,____这次失败，他变得更成熟了。,通过,,,5
阅读,这个网站适合练习中文____。,读,朗读,,5
阅读,老师让我们提高____能力。,读,朗读,,5
阅读,这篇文章不难，很适合初学者____。,读,朗读,,5
读,你能帮我____一下这个汉字吗？,阅读,朗读,,5
读,我小时候很喜欢____故事书。,阅读,朗读,,5
读,这个词怎么____？,阅读,朗读,,5
读,他正在大学____中文。,阅读,朗读,,5
读,我还没____完这本书。,阅读,朗读,,5
朗读,请你把这段课文大声____出来。,阅读,读,,5
朗读,老师让每个学生轮流____句子。,阅读,读,,5
朗读,他每天练习____中文，提高发音。,阅读,读,,5
朗读,她在比赛中____了一首诗。,阅读,读,,5
朗读,学生们一起____课文，声音很整齐。,阅读,读,,5
希望,我____明年能去中国旅行。,愿望,,,5
希望,他____以后可以找到一份好工作。,愿望,,,5
希望,我____你能认真考虑这个问题。,愿望,,,5
希望,老师____我们每天都练习中文。,愿望,,,5
希望,她____这次考试可以顺利通过。,愿望,,,5
愿望,我的____是以后能说一口流利的中文。,希望,,,5
愿望,他从小就有一个当医生的____。,希望,,,5
愿望,新年到了，大家都写下了自己的____。,希望,,,5
愿望,她最大的____是让家人过上更好的生活。,希望,,,5
愿望,这个孩子终于实现了自己的____。,希望,,,5
遇见,我昨天在地铁站____了一个老朋友。,遇到,碰巧,,5
遇见,她在旅行的时候____了现在的丈夫。,遇到,碰巧,,5
遇见,我没想到会在这里____你。,遇到,碰巧,,5
遇见,他第一次____老师的时候，有点紧张。,遇到,碰巧,,5
遇见,如果以后再____他，我一定会跟他打招呼。,遇到,碰巧,,5
遇到,我今天____了一个很难的问题。,遇见,碰巧,,5
遇到,如果你____不懂的词，可以先查字典。,遇见,碰巧,,5
遇到,她在工作中____了很多挑战。,遇见,碰巧,,5
遇到,我们出门的时候____了大雨。,遇见,碰巧,,5
遇到,他最近____了一些麻烦，需要别人帮忙。,遇见,碰巧,,5
碰巧,我____在附近，所以顺便来看你。,遇见,遇到,,5
碰巧,他____听到了我们的谈话。,遇见,遇到,,5
碰巧,我们____坐了同一班飞机。,遇见,遇到,,5
碰巧,她____有空，就答应陪我一起去。,遇见,遇到,,5
碰巧,我____看见了那条消息，才知道会议改时间了。,遇见,遇到,,5
欣赏,我很____他的写作风格，觉得很自然。,佩服,崇拜,敬佩,5
欣赏,她喜欢____古典音乐，也喜欢看画展。,佩服,崇拜,敬佩,5
欣赏,老师很____这个学生的创造力。,佩服,崇拜,敬佩,5
欣赏,我们站在山顶上____美丽的风景。,佩服,崇拜,敬佩,5
欣赏,他不一定同意你的想法，但很____你的勇气。,佩服,崇拜,敬佩,5
佩服,我很____他每天坚持学习中文。,欣赏,崇拜,敬佩,5
佩服,她敢一个人去国外生活，我真的很____她。,欣赏,崇拜,敬佩,5
佩服,我____你的记忆力，生词看一遍就能记住。,欣赏,崇拜,敬佩,5
佩服,他遇到问题从不放弃，这一点让我很____。,欣赏,崇拜,敬佩,5
佩服,你能把这么难的事情解释清楚，我很____。,欣赏,崇拜,敬佩,5
崇拜,他从小就____那位著名的篮球运动员。,欣赏,佩服,敬佩,5
崇拜,她非常____这个歌手，几乎每场演唱会都会去。,欣赏,佩服,敬佩,5
崇拜,有些学生太____名人，反而忽略了自己的生活。,欣赏,佩服,敬佩,5
崇拜,他很____自己的哥哥，觉得哥哥什么都做得很好。,欣赏,佩服,敬佩,5
崇拜,年轻的时候，我曾经很____那些成功的企业家。,欣赏,佩服,敬佩,5
敬佩,我非常____那些愿意帮助别人的医生。,欣赏,佩服,崇拜,5
敬佩,他虽然年纪很大了，但还坚持学习，这让我很____。,欣赏,佩服,崇拜,5
敬佩,大家都很____她诚实又负责的态度。,欣赏,佩服,崇拜,5
敬佩,我____老师对学生的耐心和认真。,欣赏,佩服,崇拜,5
敬佩,他为了保护别人冒了很大的风险，令人____。,欣赏,佩服,崇拜,5
愉快,祝你周末____！,快乐,高兴,开心,5
愉快,我们度过了一个非常____的下午。,快乐,高兴,开心,5
愉快,和他们一起合作的过程很____。,快乐,高兴,开心,5
快乐,我希望你每天都能____地生活。,愉快,高兴,开心,5
快乐,对他来说，帮助别人是一件很____的事。,愉快,高兴,开心,5
高兴,听到这个消息，我非常____。,愉快,快乐,开心,5
高兴,老师看到我们的进步，很____。,愉快,快乐,开心,5
高兴,他今天看起来很____，可能是考试通过了。,愉快,快乐,开心,5
高兴,你能来参加我的生日会，我真的很____。,愉快,快乐,开心,5
高兴,她收到朋友的礼物以后，____得说不出话来。,愉快,快乐,开心,5
开心,今天和朋友一起吃饭，我很____。,愉快,快乐,高兴,5
开心,他讲了一个笑话，大家都很____。,愉快,快乐,高兴,5
开心,我们玩了一整天，玩得特别____。,愉快,快乐,高兴,5
交流,我们需要多____，才能更了解彼此的想法。,交换,,,5
交流,这次会议主要是让不同部门____经验。,交换,,,5
交流,学语言的时候，和母语者____很重要。,交换,,,5
交流,老师鼓励学生用中文____。,交换,,,5
交流,如果有问题，你应该主动和同事____。,交换,,,5
交换,我们可以____电话号码，以后方便联系。,交流,,,5
交换,会议结束后，大家互相____了名片。,交流,,,5
交换,两个学生____了座位，因为他们想坐得近一点。,交流,,,5
交换,我想和你____一下意见，看看你的想法。,交流,,,5
交换,他们在活动中____了礼物。,交流,,,5
对话,这篇课文的内容是一段老师和学生之间的____。,交流,聊天,,5
对话,请两个人一组，练习这段中文____。,交流,聊天,,5
对话,电影里的这段____很自然，听起来像真实生活。,交流,聊天,,5
对话,老师让我们把这段____读出来。,交流,聊天,,5
对话,这本书用了很多____来推动故事发展。,交流,聊天,,5
聊天,下班以后，我们常常一起喝咖啡、____。,交流,对话,,5
聊天,他喜欢在网上和朋友____。,交流,对话,,5
聊天,我们只是随便____，没有谈什么重要的事。,交流,对话,,5
聊天,她一边吃饭，一边和同学____。,交流,对话,,5
聊天,他们坐在客厅里____了很久。,交流,对话,,5
观察,科学家正在____这种动物的生活习惯。,观看,察看,考察,5
观察,老师让我们仔细____植物每天的变化。,观看,察看,考察,5
观察,他很会____别人的表情，所以常常能猜到对方的想法。,观看,察看,考察,5
观察,做实验的时候，学生要认真____结果。,观看,察看,考察,5
观察,医生需要继续____病人的情况。,观看,察看,考察,5
观看,我们晚上一起____了一部中文电影。,观察,察看,考察,5
观看,很多人在电视上____这场比赛。,观察,察看,考察,5
观看,学生们安静地____老师的示范。,观察,察看,考察,5
观看,这个视频适合初学者____和学习发音。,观察,察看,考察,5
观看,他们坐在礼堂里____表演。,观察,察看,考察,5
察看,保安走过去____门有没有锁好。,观察,观看,考察,5
察看,工程师正在____机器出现问题的地方。,观察,观看,考察,5
察看,老师走到教室后面，____学生的作业情况。,观察,观看,考察,5
察看,警察到现场____具体情况。,观察,观看,考察,5
察看,请你先____文件内容，再决定要不要提交。,观察,观看,考察,5
考察,公司派他去上海____当地市场。,观察,观看,察看,5
考察,学校组织学生去博物馆____历史文化。,观察,观看,察看,5
考察,经理想____这个员工的实际能力。,观察,观看,察看,5
考察,研究团队去了农村，____当地的教育情况。,观察,观看,察看,5
考察,这个项目还需要进一步____，不能马上决定。,观察,观看,察看,5
保持,请大家____安静，不要影响别人。,维持,坚持,保存,5
保持,他每天运动，所以一直____很好的身体状态。,维持,坚持,保存,5
保持,学习语言需要____耐心，不能太着急。,维持,坚持,保存,5
保持,我们应该____联系，不要很久都不说话。,维持,坚持,保存,5
保持,开车的时候，要和前面的车____安全距离。,维持,坚持,保存,5
维持,这个家庭主要靠父亲的收入____生活。,保持,坚持,保存,5
维持,警察在现场____秩序，避免发生混乱。,保持,坚持,保存,5
维持,公司正在想办法____正常运营。,保持,坚持,保存,5
维持,这台机器需要定期检查，才能____稳定运行。,保持,坚持,保存,5
维持,他们的关系只是表面上____着和平。,保持,坚持,保存,5
坚持,他每天____练习中文，所以进步很快。,保持,维持,保存,5
坚持,虽然很累，她还是____把作业做完。,保持,维持,保存,5
坚持,如果你____自己的想法，就应该说清楚理由。,保持,维持,保存,5
坚持,他____认为这个决定是正确的。,保持,维持,保存,5
坚持,学习一门语言，最难的是长期____下去。,保持,维持,保存,5
保存,写完文件以后，记得先____再关闭电脑。,保持,维持,坚持,5
保存,这些照片我一直____在手机里。,保持,维持,坚持,5
保存,请把重要资料____到公司的共享文件夹。,保持,维持,坚持,5
保存,这个按钮可以____你刚才修改的内容。,保持,维持,坚持,5
保存,她把小时候收到的信都____了下来。,保持,维持,坚持,5
反复,他____检查文件，怕里面还有错误。,一再,屡次,再三,5
反复,我____练习这个发音，终于说得比较自然了。,不断,老是,屡次,5
反复,这个问题已经____讨论过了，不需要再说一次。,一再,再三,不断,5
反复,她____修改文章，直到自己满意为止。,老是,屡次,一再,5
再三,父母____提醒他出门要小心。,反复,一再,不断,5
再三,老师____强调，考试时一定要看清题目。,不断,一再,屡次,5
再三,他____道歉，希望对方能原谅他。,反复,老是,不断,5
屡次,他____迟到，所以被老师批评了。,老是,再三,不断,5
屡次,这个问题____出现，说明系统可能有漏洞。,反复,一再,老是,5
屡次,公司____收到客户投诉，必须认真处理。,再三,不断,反复,5
屡次,他____违反规定，最后被取消了资格。,一再,老是,再三,5
一再,老师____提醒我们不要忘记带课本。,再三,老是,屡次,5
一再,他____解释自己不是故意的。,反复,不断,再三,5
一再,公司____推迟会议，让大家有点不满。,屡次,老是,不断,5
一再,我已经____说明这个问题，但他还是没听懂。,反复,再三,屡次,5
一再,她____拒绝对方的邀请，因为真的没有时间。,老是,不断,反复,5
老是,他____忘记关灯，真让人头疼。,屡次,一再,再三,5
老是,你____看手机，难怪听不懂老师在讲什么。,不断,反复,屡次,5
老是,这台电脑____出问题，我想换一台新的。,一再,再三,不断,5
老是,他____把“以后”和“之后”用错。,反复,屡次,再三,5
老是,她____抱怨工作太多，却不想办法安排时间。,不断,一再,反复,5
不断,科技____发展，很多工作方式也改变了。,反复,老是,再三,5
不断,他____努力，终于通过了考试。,一再,屡次,老是,5
不断,这几年，城市的交通系统____改善。,再三,反复,一再,5
不断,学习语言需要____输入和练习。,老是,屡次,再三,5
